"id","title","amount of children","num of people lives with","age","time living the same address","time in job","telephone","num of bank loans","num finished loans","income","EC-card holders","salary","salary+ec-cards","credit risk","running loans","region","requested cash","type of business","resident type","nationality","profession","transport","credit cards","good/bad"
"480","R","0","1","22","15","12","2","0","0","1900","0","2500","2","3","0","3","3000","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"481","H","0","1","19","168","12","2","0","0","0","1","0","1","3","0","2","600","Radio, TV, Hifi","Lease","German","Others","Car","Cheque card","0"
"482","H","0","1","20","108","3","2","0","0","1700","0","2500","2","1","0","3","900","Leisure","Lease","Turkish","Others","Car","no credit cards","1"
"483","H","0","1","22","168","15","2","0","0","2000","1","2500","3","3","0","2","1000","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","Cheque card","0"
"484","H","0","1","22","192","3","1","0","0","1900","0","2500","2","1","1","4","1600","Radio, TV, Hifi","Lease","Turkish","Others","Car","no credit cards","1"
"485","H","0","1","21","192","36","2","0","0","1700","0","2500","2","3","0","0","2000","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","no credit cards","1"
"486","R","0","1","21","120","9","2","0","0","1500","0","2500","2","3","0","4","700","Dept. Store,Mail","Lease","German","Food,Building,Ca","Without Vehicle","no credit cards","1"
"487","H","0","1","21","192","27","2","0","0","1500","0","2500","2","3","0","2","600","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"488","H","0","1","19","240","18","2","0","0","1000","0","2500","2","3","0","5","700","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"489","H","0","1","22","30","12","2","0","1","4000","0","100000","4","1","2","3","2500","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"490","H","0","1","20","240","33","2","0","0","1600","0","2500","2","1","1","8","1000","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"491","H","0","1","22","3","72","2","0","0","0","0","0","0","3","0","3","2500","Furniture,Carpet","Lease","German","Others","Car","Mastercard/Euroc","0"
"492","H","0","1","19","84","21","2","0","0","0","1","0","1","1","1","8","800","Cars","Lease","Turkish","Others","Car","Cheque card","1"
"493","H","0","1","20","60","48","1","0","1","0","1","0","1","3","0","7","1700","Radio, TV, Hifi","Lease","Italian","Others","Car","Cheque card","1"
"494","H","0","1","20","240","6","1","0","0","1500","0","2500","2","3","0","4","900","Radio, TV, Hifi","Lease","Turkish","Food,Building,Ca","Car","no credit cards","1"
"495","H","0","1","22","264","72","2","0","0","2800","0","100000","4","1","2","8","4000","Radio, TV, Hifi","Lease","German","Food,Building,Ca","Car","no credit cards","1"
"496","H","0","1","21","42","30","2","0","0","0","1","0","1","3","0","8","1800","Cars","Lease","German","Others","Car","Cheque card","0"
"497","H","0","1","22","240","27","2","0","1","2100","0","2500","2","3","0","7","1400","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"498","H","0","1","21","120","15","2","0","0","1500","0","2500","2","3","0","4","700","Radio, TV, Hifi","Lease","Turkish","Others","Without Vehicle","no credit cards","0"
"499","H","0","1","19","3","36","2","0","0","1000","0","2500","2","3","0","5","1000","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"500","H","0","1","21","18","42","1","0","1","5000","0","100000","4","1","1","7","1500","Radio, TV, Hifi","Lease","Turkish","Others","Car","no credit cards","1"
"501","H","0","1","19","12","9","2","0","0","2800","0","100000","4","1","1","6","500","Radio, TV, Hifi","Lease","Turkish","Others","Car","no credit cards","1"
"502","H","0","1","22","21","60","2","0","0","0","1","0","1","1","1","5","1900","Furniture,Carpet","Lease","German","Others","Car","Cheque card","1"
"503","H","0","1","20","0","3","1","0","0","1500","0","2500","2","3","0","3","500","Furniture,Carpet","Lease","Greek","Others","Car","no credit cards","1"
"504","H","0","1","20","168","33","2","0","0","1000","0","2500","2","3","0","3","900","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"505","H","0","1","19","240","27","2","0","0","0","1","0","1","3","0","6","500","Cars","Lease","German","Others","Car","Cheque card","1"
"506","H","0","1","19","72","42","2","0","0","1900","0","2500","2","3","0","2","2500","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"507","R","0","1","22","192","18","2","0","0","1700","0","2500","2","3","0","2","1200","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"508","H","0","1","21","168","12","2","0","0","1500","0","2500","2","3","0","9","1100","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"509","H","0","1","22","264","54","2","0","0","2100","0","2500","2","3","0","0","1800","Leisure","Lease","German","Others","Car","no credit cards","1"
"510","H","0","1","19","3","36","1","0","0","0","1","0","1","3","0","2","500","Dept. Store,Mail","Lease","German","Food,Building,Ca","Car","Cheque card","0"
"511","H","0","1","21","144","12","2","0","0","1500","0","2500","2","3","0","5","3000","Radio, TV, Hifi","Lease","German","Food,Building,Ca","Car","no credit cards","1"
"512","R","0","1","22","288","12","2","0","0","1700","0","2500","2","1","1","4","1600","Furniture,Carpet","Lease","German","Others","Car","no credit cards","0"
"513","H","0","1","19","66","27","2","0","0","0","1","0","1","3","0","2","1500","Radio, TV, Hifi","Lease","German","Food,Building,Ca","Car","Cheque card","1"
"514","H","0","1","22","15","15","2","0","0","2200","0","2500","2","1","1","6","700","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"515","H","0","1","19","21","24","2","0","0","1600","0","2500","2","1","0","5","600","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"516","H","0","1","22","36","15","2","0","0","3000","0","100000","4","3","0","4","800","Dept. Store,Mail","Lease","German","Others","Car","no credit cards","0"
"517","H","0","1","20","36","45","2","0","0","0","1","0","1","3","0","5","2500","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","Cheque card","1"
"518","H","0","1","20","168","6","2","0","0","1700","0","2500","2","3","0","9","1300","Radio, TV, Hifi","Lease","Turkish","Others","Car","no credit cards","1"
"519","H","0","1","21","264","12","2","0","0","1600","0","2500","2","1","1","5","1600","Leisure","Lease","German","Others","Car","no credit cards","1"
"520","H","1","2","19","66","39","2","0","0","1800","0","2500","2","3","0","7","1100","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"521","R","0","1","22","264","33","2","0","1","2000","0","2500","2","3","0","3","500","Cars","Lease","German","Others","Car","no credit cards","0"
"522","R","0","1","21","192","30","2","0","0","1800","0","2500","2","1","2","7","1000","Furniture,Carpet","Lease","German","Others","Car","no credit cards","0"
"523","H","0","1","20","168","6","2","0","0","1700","0","2500","2","3","0","9","1300","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"524","H","0","1","21","144","66","2","0","0","2000","0","2500","2","1","1","7","1900","Dept. Store,Mail","Lease","German","Others","Without Vehicle","no credit cards","1"
"525","R","0","1","22","21","21","1","0","0","1500","0","2500","2","3","0","2","3000","Furniture,Carpet","Lease","German","Others","Car","no credit cards","1"
"526","H","0","1","21","9","33","2","0","0","1900","0","2500","2","3","0","4","1200","Furniture,Carpet","Lease","Turkish","Others","Car","no credit cards","1"
"527","H","0","1","19","72","36","2","0","0","1000","0","2500","2","3","0","5","800","Dept. Store,Mail","Lease","German","Food,Building,Ca","Car","no credit cards","1"
"528","R","0","1","19","15","48","2","0","0","0","1","0","1","3","0","7","900","Dept. Store,Mail","Lease","German","Others","Car","Cheque card","0"
"529","H","0","1","22","264","6","2","0","0","1600","0","2500","2","1","1","4","900","Dept. Store,Mail","Lease","German","Food,Building,Ca","Car","no credit cards","1"
"530","H","0","1","20","240","45","2","0","0","1800","0","2500","2","1","1","3","600","Cars","Lease","German","Others","Car","no credit cards","1"
"531","H","0","1","19","144","6","2","0","0","1000","0","2500","2","1","1","4","1300","Radio, TV, Hifi","Lease","German","Food,Building,Ca","Car","no credit cards","1"
"532","R","0","1","19","15","45","2","0","0","1800","0","2500","2","3","0","2","1000","Radio, TV, Hifi","Lease","German","Sea Vojage, Gast","Car","no credit cards","1"
"533","H","0","1","22","72","21","2","0","0","2400","0","2500","2","3","0","5","1200","Radio, TV, Hifi","Lease","Greek","Others","Car","no credit cards","1"
"534","H","0","1","20","30","6","2","0","0","1900","0","2500","2","3","0","2","1000","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"535","H","0","1","22","264","15","2","0","1","2500","0","2500","2","3","0","6","1500","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","no credit cards","1"
"536","R","0","1","21","60","36","2","0","0","2000","0","2500","2","3","0","9","1500","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"537","H","0","1","20","144","33","2","0","0","2000","0","2500","2","3","0","7","1300","Radio, TV, Hifi","Lease","Turkish","Others","Car","no credit cards","1"
"538","H","0","1","22","36","30","2","0","0","1700","0","2500","2","1","1","2","1700","Furniture,Carpet","Lease","German","Others","Car","no credit cards","1"
"539","H","0","1","19","168","36","2","0","0","0","1","0","1","3","0","7","600","Radio, TV, Hifi","Lease","German","Food,Building,Ca","Car","Cheque card","0"
"540","R","0","1","21","216","45","2","0","0","0","1","0","1","1","0","4","3000","Furniture,Carpet","Lease","German","Others","Car","Cheque card","0"
"541","H","0","1","18","240","21","2","0","0","0","1","0","1","3","0","6","1000","Radio, TV, Hifi","Lease","German","Chemical Industr","Car","Cheque card","0"
"542","H","0","1","21","21","9","2","0","0","0","1","0","1","1","0","5","1000","Cars","Lease","German","Others","Car","Cheque card","0"
"543","H","0","1","20","42","27","2","0","0","1000","0","2500","2","3","0","4","2000","Furniture,Carpet","Lease","German","Others","Car","no credit cards","1"
"544","R","0","1","22","264","6","2","0","0","1500","0","2500","2","1","1","8","1500","Furniture,Carpet","Lease","Yugoslav","Others","Car","no credit cards","0"
"545","H","0","1","21","108","15","2","0","0","2200","1","2500","3","1","1","2","800","Cars","Lease","German","Military Service","Car","Cheque card","0"
"546","H","0","1","22","264","6","2","0","0","1600","0","2500","2","3","0","4","700","Dept. Store,Mail","Lease","German","State,Steel Ind,","Car","no credit cards","1"
"547","H","0","1","22","15","15","2","0","1","2200","0","2500","2","1","1","0","800","Radio, TV, Hifi","Lease","German","Sea Vojage, Gast","Car","no credit cards","1"
"548","H","0","1","19","108","39","2","0","0","1000","0","2500","2","1","0","6","1200","Leisure","Lease","Turkish","Others","Without Vehicle","no credit cards","0"
"549","H","0","1","22","36","6","2","0","0","3200","0","100000","4","3","0","4","1300","Furniture,Carpet","Lease","Others","Others","Without Vehicle","no credit cards","1"
"550","H","0","1","22","12","6","2","0","0","0","1","0","1","3","0","0","700","Furniture,Carpet","Lease","German","Others","Car","Cheque card","1"
"551","H","0","1","20","42","39","2","0","1","2200","0","2500","2","1","1","4","1900","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"552","H","0","1","22","54","42","2","0","1","1700","0","2500","2","3","0","2","900","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","no credit cards","1"
"553","R","0","1","21","120","12","2","0","0","1500","0","2500","2","3","0","3","2500","Furniture,Carpet","Lease","German","Food,Building,Ca","Without Vehicle","no credit cards","1"
"554","R","0","1","22","288","66","2","0","0","1700","0","2500","2","1","1","3","600","Dept. Store,Mail","Lease","German","Food,Building,Ca","Without Vehicle","no credit cards","1"
"555","H","0","1","19","240","54","2","0","0","2500","0","2500","2","3","0","9","1000","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"556","H","0","1","22","18","15","2","0","0","1900","0","2500","2","3","0","6","1700","Radio, TV, Hifi","Lease","German","Food,Building,Ca","Car","no credit cards","0"
"557","H","0","1","19","42","21","2","0","0","1000","0","2500","2","3","0","3","500","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"558","H","0","1","20","72","39","2","0","0","2300","0","2500","2","3","0","2","600","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","no credit cards","1"
"559","H","0","1","19","108","9","2","0","0","1000","0","2500","2","3","0","3","800","Dept. Store,Mail","Lease","German","Others","Car","no credit cards","1"
"560","H","0","1","20","84","9","2","0","0","1500","0","2500","2","3","0","4","1400","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","no credit cards","1"
"561","H","0","1","20","168","12","2","0","0","2100","0","2500","2","3","0","9","500","Cars","Lease","German","Others","Car","no credit cards","1"
"562","R","0","1","20","72","33","2","0","0","0","1","0","1","3","0","6","700","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","Cheque card","0"
"563","H","0","1","21","108","12","2","0","0","1600","0","2500","2","1","0","2","1100","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","no credit cards","1"
"564","H","0","1","22","6","21","2","0","1","2600","0","100000","4","1","1","4","1500","Furniture,Carpet","Lease","Turkish","Others","Without Vehicle","no credit cards","1"
"565","H","0","1","19","240","42","2","0","0","1700","0","2500","2","3","0","6","1000","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"566","H","0","1","20","168","60","2","0","0","1600","0","2500","2","1","0","0","4000","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","no credit cards","1"
"567","H","0","1","19","240","21","2","0","0","1000","0","2500","2","3","0","2","2500","Furniture,Carpet","Lease","German","Others","Car","no credit cards","0"
"568","H","0","1","21","120","66","2","0","0","3500","0","100000","4","3","0","6","500","Radio, TV, Hifi","Lease","German","Self-employed pe","Without Vehicle","no credit cards","1"
"569","R","0","1","22","264","18","2","0","0","0","0","0","0","1","1","4","1300","Radio, TV, Hifi","Lease","German","Military Service","Car","Mastercard/Euroc","1"
"570","H","0","1","20","30","18","2","0","0","1000","0","2500","2","3","0","3","800","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"571","H","0","1","22","192","48","2","0","1","2100","0","2500","2","1","1","9","500","Dept. Store,Mail","Lease","German","Others","Car","no credit cards","1"
